booking_id,property_id,market_segment,distribution_channel,lead_time_band,deposit_type,actual_is_canceled,predicted_cancellation_risk,risk_band,lost_revenue
SW075691,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
SW075712,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
SW075719,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
SW075749,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
SW075751,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
SW075801,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
SW075822,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
SW075850,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
SW075881,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
SW075910,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
SW075915,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
SW075953,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.969,High risk,30.45
SW075966,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.969,High risk,30.45
SW076012,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.969,High risk,30.45
SW076020,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.969,High risk,30.45
SW076065,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.969,High risk,30.45
SW076090,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.969,High risk,30.45
SW076100,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.969,High risk,30.45
SW076107,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.969,High risk,30.45
SW076123,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.969,High risk,24.0
SW076226,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9758,High risk,38.7
SW076272,P002,Groups,TA/TO,91-180 days,No Deposit,1,0.826,High risk,150.0
SW076279,P002,Groups,TA/TO,91-180 days,No Deposit,1,0.826,High risk,150.0
SW076316,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,612.0
SW076345,P002,Groups,TA/TO,181+ days,No Deposit,0,0.506,High risk,0.0
SW076351,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW076381,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW076435,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,18.6
SW076436,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,18.6
SW076461,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,18.6
SW076484,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,27.9
SW076485,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,27.9
SW076504,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,27.9
SW076508,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,27.0
SW076551,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.7866,High risk,96.0
SW076557,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.7866,High risk,96.0
SW076570,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.7866,High risk,96.0
SW076620,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW076623,P002,Complementary,TA/TO,0-7 days,No Deposit,0,0.1014,Low risk,0.0
SW076639,P002,Complementary,Corporate,0-7 days,No Deposit,0,0.0705,Low risk,0.0
SW076721,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1091,Low risk,0.0
SW076725,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.1735,Low risk,0.0
SW076792,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.6973,High risk,459.0
SW076859,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,9.0
SW076866,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,9.0
SW076870,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,9.0
SW076918,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,153.0
SW076932,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,153.0
SW076940,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,153.0
SW076944,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,153.0
SW076956,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,153.0
SW076984,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.2877,Medium risk,0.0
SW076987,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW077015,P002,Online TA,TA/TO,91-180 days,No Deposit,0,0.4241,Medium risk,0.0
SW077016,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.3515,Medium risk,0.0
SW077043,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,28.26
SW077061,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,28.26
SW077111,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW077129,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW077140,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW077148,P002,Complementary,Direct,0-7 days,No Deposit,0,0.3228,Medium risk,0.0
SW077183,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.1411,Low risk,0.0
SW077185,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1387,Low risk,0.0
SW077237,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.2831,Medium risk,0.0
SW077277,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW077279,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1362,Low risk,0.0
SW077305,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW077355,P002,Offline TA/TO,TA/TO,8-30 days,Non Refund,1,0.9615,High risk,36.0
SW077357,P002,Offline TA/TO,TA/TO,8-30 days,Non Refund,1,0.9615,High risk,36.0
SW077398,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.278,Medium risk,0.0
SW077519,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.6576,High risk,848.0
SW077551,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,1,0.6872,High risk,170.0
SW077555,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,0,0.1207,Low risk,0.0
SW077570,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW077581,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW077608,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW077622,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW077625,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW077657,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW077744,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.0858,Low risk,0.0
SW077813,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,1,0.7262,High risk,474.66
SW077815,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW077821,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3112,Medium risk,0.0
SW077832,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW077833,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW077834,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.0989,Low risk,0.0
SW077848,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW077850,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW077868,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW077909,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW077925,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW077993,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.9679,High risk,31.5
SW077994,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.9679,High risk,31.5
SW078048,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.6576,High risk,346.5
SW078068,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW078095,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1362,Low risk,0.0
SW078105,P002,Direct,Direct,0-7 days,No Deposit,0,0.0805,Low risk,0.0
SW078117,P002,Online TA,TA/TO,181+ days,No Deposit,0,0.4754,High risk,0.0
SW078136,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.278,Medium risk,0.0
SW078140,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.278,Medium risk,0.0
SW078149,P002,Direct,Direct,0-7 days,No Deposit,1,0.3332,Medium risk,330.0
SW078173,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW078175,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW078194,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW078216,P002,Direct,Direct,0-7 days,No Deposit,0,0.0553,Low risk,0.0
SW078223,P002,Direct,Direct,8-30 days,No Deposit,1,0.4614,High risk,109.0
SW078232,P002,Groups,TA/TO,8-30 days,Non Refund,1,0.9754,High risk,27.9
SW078239,P002,Groups,TA/TO,8-30 days,Non Refund,1,0.9754,High risk,27.9
SW078241,P002,Groups,TA/TO,8-30 days,Non Refund,1,0.9754,High risk,27.9
SW078247,P002,Groups,TA/TO,8-30 days,Non Refund,1,0.9754,High risk,27.9
SW078270,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,1,0.6208,High risk,100.0
SW078283,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW078302,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.3961,Medium risk,0.0
SW078318,P002,Corporate,Corporate,8-30 days,No Deposit,1,0.2557,Medium risk,65.0
SW078353,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2164,Low risk,0.0
SW078367,P002,Corporate,Corporate,0-7 days,No Deposit,1,0.1284,Low risk,65.0
SW078371,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW078373,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3112,Medium risk,145.0
SW078386,P002,Groups,TA/TO,0-7 days,No Deposit,0,0.2626,Medium risk,0.0
SW078387,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2164,Low risk,0.0
SW078505,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.1583,Low risk,0.0
SW078555,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW078562,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW078645,P002,Complementary,Direct,0-7 days,No Deposit,1,0.1008,Low risk,0.0
SW078697,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.0989,Low risk,0.0
SW078698,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW078775,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.1583,Low risk,0.0
SW078908,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW078958,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.0826,Low risk,0.0
SW078965,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.2767,Medium risk,0.0
SW078967,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2482,Low risk,0.0
SW078987,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.3925,Medium risk,0.0
SW078998,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3529,Medium risk,0.0
SW079008,P002,Complementary,Direct,0-7 days,No Deposit,0,0.0637,Low risk,0.0
SW079027,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2085,Low risk,0.0
SW079065,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1255,Low risk,0.0
SW079070,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW079130,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,0,0.1335,Low risk,0.0
SW079132,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2164,Low risk,0.0
SW079221,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW079255,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.9767,High risk,33.75
SW079277,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW079295,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW079300,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.278,Medium risk,0.0
SW079311,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW079317,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.54,High risk,224.0
SW079321,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.2401,Low risk,0.0
SW079355,P002,Direct,Direct,31-90 days,No Deposit,0,0.1294,Low risk,0.0
SW079396,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.278,Medium risk,0.0
SW079416,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9818,High risk,21.0
SW079458,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9818,High risk,21.0
SW079464,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9818,High risk,21.0
SW079472,P002,Direct,Direct,31-90 days,No Deposit,0,0.1294,Low risk,0.0
SW079483,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.0713,Low risk,0.0
SW079508,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW079517,P002,Groups,TA/TO,8-30 days,No Deposit,0,0.3791,Medium risk,0.0
SW079552,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2369,Low risk,0.0
SW079570,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.2016,Low risk,0.0
SW079571,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1355,Low risk,0.0
SW079594,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.278,Medium risk,0.0
SW079636,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.278,Medium risk,0.0
SW079639,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW079731,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.9767,High risk,40.5
SW079801,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW079807,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW079808,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.7866,High risk,0.0
SW079819,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2761,Medium risk,0.0
SW079823,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2164,Low risk,0.0
SW079841,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.9679,High risk,27.0
SW079888,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,1,0.664,High risk,146.0
SW079906,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3112,Medium risk,0.0
SW079929,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW079964,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2164,Low risk,0.0
SW079965,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW079989,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.246,Low risk,0.0
SW079996,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.6572,High risk,91.0
SW079998,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.6103,High risk,180.0
SW080032,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2421,Low risk,0.0
SW080080,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.9767,High risk,27.0
SW080091,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.9767,High risk,27.0
SW080121,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9795,High risk,27.0
SW080126,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9795,High risk,19.5
SW080148,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,0,0.2316,Low risk,0.0
SW080174,P002,Corporate,Corporate,91-180 days,No Deposit,0,0.594,High risk,0.0
SW080200,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW080210,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2164,Low risk,0.0
SW080255,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW080302,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.9679,High risk,33.0
SW080305,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.9679,High risk,33.0
SW080357,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW080423,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.9679,High risk,27.0
SW080461,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.9679,High risk,27.0
SW080493,P002,Offline TA/TO,TA/TO,8-30 days,Non Refund,1,0.9615,High risk,27.0
SW080535,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.1583,Low risk,0.0
SW080542,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2164,Low risk,0.0
SW080561,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.25,Low risk,0.0
SW080585,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1615,Low risk,0.0
SW080590,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW080600,P002,Corporate,Corporate,0-7 days,No Deposit,1,0.1669,Low risk,65.0
SW080611,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.7348,High risk,597.99
SW080624,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.4243,Medium risk,0.0
SW080655,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.1567,Low risk,0.0
SW080659,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW080677,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW080695,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3173,Medium risk,0.0
SW080699,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.246,Low risk,0.0
SW080729,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.54,High risk,87.0
SW080747,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.9715,High risk,37.5
SW080751,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.9715,High risk,37.5
SW080761,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.9715,High risk,37.5
SW080806,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.5862,High risk,279.99
SW080809,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW080829,P002,Offline TA/TO,TA/TO,0-7 days,No Deposit,1,0.4392,Medium risk,77.6
SW080919,P002,Direct,Direct,0-7 days,No Deposit,1,0.1052,Low risk,138.0
SW080932,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.2396,Low risk,0.0
SW080981,P002,Direct,Direct,31-90 days,No Deposit,1,0.5083,High risk,286.0
SW080982,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.6966,High risk,216.63
SW081007,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9795,High risk,12.75
SW081017,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9795,High risk,12.75
SW081019,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9795,High risk,12.75
SW081058,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9795,High risk,12.75
SW081071,P002,Corporate,Corporate,31-90 days,No Deposit,1,0.1542,Low risk,65.0
SW081084,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2442,Low risk,0.0
SW081168,P002,Direct,Direct,8-30 days,No Deposit,0,0.1677,Low risk,0.0
SW081184,P002,Online TA,TA/TO,0-7 days,No Deposit,0,0.1387,Low risk,0.0
SW081188,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW081206,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW081227,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2164,Low risk,0.0
SW081231,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,1,0.7262,High risk,280.0
SW081236,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.3507,Medium risk,0.0
SW081290,P002,Direct,Direct,8-30 days,No Deposit,0,0.1076,Low risk,0.0
SW081352,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.1359,Low risk,0.0
SW081382,P002,Corporate,Corporate,8-30 days,No Deposit,0,0.2016,Low risk,0.0
SW081400,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW081417,P002,Corporate,Corporate,31-90 days,No Deposit,0,0.2336,Low risk,0.0
SW081440,P002,Direct,Direct,0-7 days,No Deposit,1,0.067,Low risk,728.0
SW081491,P002,Complementary,Direct,0-7 days,No Deposit,0,0.1008,Low risk,0.0
SW081561,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,40.5
SW081610,P002,Direct,Direct,0-7 days,No Deposit,0,0.1052,Low risk,0.0
SW081621,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9818,High risk,60.0
SW081634,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9818,High risk,60.0
SW081679,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.9767,High risk,45.0
SW081690,P002,Online TA,TA/TO,8-30 days,No Deposit,0,0.2164,Low risk,0.0
SW081692,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.1905,Low risk,0.0
SW081831,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.9715,High risk,49.5
SW081852,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.9715,High risk,49.5
SW081858,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.9715,High risk,49.5
SW081886,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.9715,High risk,54.0
SW081923,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,9.75
SW081925,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,9.75
SW081928,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,9.75
SW081960,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,9.75
SW081974,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9818,High risk,21.0
SW081988,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9818,High risk,21.0
SW082000,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9818,High risk,21.0
SW082051,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW082075,P002,Complementary,Direct,0-7 days,No Deposit,0,0.0641,Low risk,0.0
SW082150,P002,Corporate,Corporate,91-180 days,No Deposit,1,0.5215,High risk,80.0
SW082156,P002,Corporate,Corporate,91-180 days,No Deposit,1,0.5215,High risk,80.0
SW082204,P002,Offline TA/TO,TA/TO,8-30 days,No Deposit,0,0.3407,Medium risk,0.0
SW082211,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.9767,High risk,40.5
SW082214,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.9767,High risk,40.5
SW082241,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,29.25
SW082243,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9818,High risk,83.4
SW082252,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9818,High risk,83.4
SW082289,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.25,Low risk,0.0
SW082307,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.3842,Medium risk,0.0
SW082324,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.1284,Low risk,0.0
SW082346,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.9715,High risk,24.0
SW082347,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.9715,High risk,24.0
SW082389,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.9715,High risk,24.0
SW082398,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.9767,High risk,47.25
SW082448,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,0,0.2418,Low risk,0.0
SW082479,P002,Direct,Direct,31-90 days,No Deposit,0,0.1956,Low risk,0.0
SW082503,P002,Corporate,Direct,0-7 days,No Deposit,0,0.0723,Low risk,0.0
SW082544,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.285,Medium risk,0.0
SW082545,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.2806,Medium risk,0.0
SW082579,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.7866,High risk,184.96
SW082668,P002,Online TA,TA/TO,31-90 days,No Deposit,0,0.3947,Medium risk,0.0
SW082692,P002,Groups,TA/TO,31-90 days,No Deposit,0,0.3106,Medium risk,0.0
SW082720,P002,Corporate,Corporate,0-7 days,No Deposit,0,0.385,Medium risk,0.0
SW082728,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,0,0.2965,Medium risk,0.0
SW082757,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9795,High risk,22.5
SW082803,P002,Groups,TA/TO,31-90 days,Non Refund,1,0.9795,High risk,22.5
